client_id,total_ship_vol,num_shipments,app_activity,delivery_dist,fuel_consumption,reliability_score,avg_parcel_weight,years_as_client,weekend_ship_ratio,avg_delivery_time,complaints_filed,total_deliv_cost,client_retention_flag,customer_segment,region,shipping_service,vehicle_type,warehouse_id,shipment_priority,delay_risk_flag
CLI-0000047,2047.9318735980721,-1.648099303515794,77.84731976872999,63.54905523592244,23.651498887179734,895.9703398348806,9.052855215345435,3.9487537447274765,0.644145891385137,6.307967134330283,0,507.7109412581972,0,LARGE,SOUTH,EXPRESS,MOTORCYCLE,WH-001,4,0
CLI-0000048,4115.2512608638235,516.8939972590047,108.55641728403737,98.80044016234683,83.26051087169012,861.2852379407686,3.4807452729048762,3.7773260278825456,0.5786292979844097,4.490702344744482,0,1659.0736313159628,1,MEDIUM,SOUTH,STANDARD,TRUCK,WH-001,3,0
CLI-0000049,2100.367312486956,-42.148250672329695,119.11974066921486,76.57790303976113,44.98017060922709,812.9584996402787,3.0800475662213227,4.5835955033969285,0.9433222248913442,1.5137754770235645,1,682.2371178708257,1,LARGE,CENTER,EXPRESS,MOTORCYCLE,WH-003,5,0
CLI-0000050,4181.744143561562,475.09025070359223,108.06135012430609,89.09893106469758,77.87379846358354,863.8151955736981,3.1665459609078503,6.724523565558824,0.7642779882387329,3.6502123659069134,1,1573.1444217231617,1,MEDIUM,SOUTH,STANDARD,VAN,WH-002,2,1
CLI-0000051,2241.1284632861066,29.170435373562526,-6.5774107932879184,57.503458984449665,-16.99494139608989,990.0,2.6432420679603137,7.489560929821797,0.7695698729070616,15.761322382842321,0,170.35048394778963,0,SMALL,CENTER,EXPRESS,VAN,WH-002,1,1
CLI-0000052,2058.4613361363863,-7.644816274168658,-26.34224944713415,67.44542992822707,-21.219911188380888,990.0,5.719570923991272,7.955619594793838,0.2717643096120917,17.048454501938437,3,-23.339221348046348,0,SMALL,CENTER,ECONOMY,MOTORCYCLE,WH-004,1,1
CLI-0000053,1905.647024512294,-97.90145181723862,98.9905547691335,82.29053686377645,25.34685956019927,837.2461846661286,4.495065171935752,5.343957267897246,0.5673728809479099,4.520048138460324,0,450.90384464227736,0,LARGE,SOUTH,STANDARD,VAN,WH-002,2,1
CLI-0000054,4055.0573821763533,505.9259755700108,90.03048832938612,87.10100295447991,83.22055688732533,867.9030309062384,9.555729676509046,5.603288585510492,0.766116830320208,6.305487281017905,0,1593.0955841443538,1,MEDIUM,CENTER,EXPRESS,VAN,WH-004,4,1
CLI-0000055,1702.7156054392308,-101.24192946097865,-22.45084775535824,92.7061740817642,-30.374255716275673,990.0,9.640251242773044,4.371862708204622,0.5027433239829274,16.240508698629046,0,-162.7077229072259,0,SMALL,CENTER,STANDARD,TRUCK,WH-003,1,1
CLI-0000056,2290.2042007501045,31.658499992099923,-6.409551963521761,63.0085991520057,-19.618675587815588,990.0,8.488400975195049,7.635400074479421,0.9805439953143552,15.530766489408482,2,116.6300069150645,0,SMALL,SOUTH,EXPRESS,MOTORCYCLE,WH-001,3,1
CLI-0000057,2278.767432423839,6.728381289284114,-20.322605924545464,69.19752626151742,-19.01306803323784,990.0,7.318004059212301,5.429867278623744,0.9063650566535276,16.1165095787278,0,123.466693018122,0,SMALL,CENTER,EXPRESS,TRUCK,WH-003,2,0
CLI-0000058,2314.487071630064,23.22736822680332,114.3932396496685,67.0403890401819,42.23546539495452,838.153297890554,6.6459961520587525,2.2970129601877356,0.4557912157588171,3.9134026792416035,2,728.1270263536145,1,LARGE,CENTER,ECONOMY,VAN,WH-002,3,1
CLI-0000059,2218.0100629409135,17.14677672367497,118.70034382162288,61.936876863667244,51.427523770708774,805.440132468099,3.266229661011403,3.097619457832722,0.843751665634677,2.7230102353721684,1,804.4133598489981,1,LARGE,SOUTH,ECONOMY,TRUCK,WH-001,1,1
CLI-0000060,2173.941332801616,-19.251202492005735,116.2123980079174,70.05696761002116,40.5013696771532,817.3744930724779,3.2623159068791923,7.968979862601682,0.7059909675382359,4.027619161127757,0,675.9789229045531,1,LARGE,SOUTH,ECONOMY,VAN,WH-002,3,1
CLI-0000061,4058.489022123992,424.2482716076758,78.98252471761313,60.888233440978226,70.00061573577553,887.02748899836,6.004433219294326,3.0645062136239063,0.711314250612219,5.150298360001665,1,1382.8779895443276,1,MEDIUM,NORTH,ECONOMY,MOTORCYCLE,WH-001,2,0
CLI-0000062,1915.171015401731,-95.44046762452814,97.09340240768607,82.43819438522374,25.111455762838997,846.2623198133452,4.127870776544775,9.353921827490398,0.7187190790963708,4.271936421386534,1,420.8577233781143,0,LARGE,CENTER,ECONOMY,MOTORCYCLE,WH-002,1,1
CLI-0000063,2321.824982734727,58.51101554324288,-5.151341218522583,57.033424574619346,-16.883700314301116,990.0,5.139870189225657,9.50148753575686,0.8969034207606387,15.86073031249044,1,182.7861521330016,0,SMALL,SOUTH,EXPRESS,VAN,WH-004,2,1
CLI-0000064,2003.4119431938711,-11.956067739107732,7.348370209917899,67.21913158229435,-20.578311988418626,990.0,6.413396017107459,5.297824265636959,0.8371204288038702,14.836223864334226,1,106.88458145392462,0,SMALL,SOUTH,ECONOMY,TRUCK,WH-004,4,0
CLI-0000065,3630.7077858488856,371.0561394539128,96.51352592835693,57.11461391831597,70.65663396109623,850.2664425426912,9.118773560158079,5.218021665218222,0.8393076819333369,5.0958734209948275,0,1356.5355907752528,1,MEDIUM,SOUTH,ECONOMY,VAN,WH-003,4,1
CLI-0000066,1855.2123402087934,-65.52966388492395,-12.558912218866741,78.56106503954244,-30.964618304846965,990.0,7.386720143902783,8.600425029639357,0.869210092824066,15.783485965230913,0,-71.5500080893243,0,SMALL,NORTH,ECONOMY,MOTORCYCLE,WH-004,5,0
CLI-0000067,2148.0163720586015,-47.04670693202026,-0.24475972161457182,70.83378068611363,-15.355607753210531,990.0,7.803399806144272,7.325250077984094,0.8667802445009143,14.575845283319238,0,78.36137160303832,0,SMALL,SOUTH,EXPRESS,VAN,WH-001,2,0
CLI-0000068,2121.2984940547926,-38.55333897289467,122.5895564441481,74.31949893903317,43.944594478182935,808.5136902441841,5.210099314922759,8.321212027743805,0.8447955737810993,3.1301487759531805,1,650.9853278658519,1,LARGE,CENTER,ECONOMY,VAN,WH-004,2,1
CLI-0000069,4445.340234689344,560.0980687401882,99.37947701809196,101.8907251805044,87.29028263069668,883.8694945938349,5.422203870554348,7.147022533637562,0.8441903688819675,5.3670145953087935,2,,1,MEDIUM,CENTER,STANDARD,VAN,WH-001,1,1
CLI-0000070,3533.6304578651566,379.8220248077622,94.70354810739443,63.72806973378557,73.49906723152404,857.5229498815798,7.597270027675174,2.0562038226687176,0.25160817299552796,6.159072684128059,1,1402.548115379241,1,MEDIUM,NORTH,STANDARD,MOTORCYCLE,WH-002,1,1
CLI-0000071,1926.6976941425469,-22.577051117379497,-7.917818441104773,69.05934927463099,-20.943641069755177,990.0,4.532328174823747,2.2975539064830435,0.380718254197818,16.920565949755286,1,63.251827013622574,0,SMALL,NORTH,EXPRESS,TRUCK,WH-002,5,0
CLI-0000072,1968.2596450697397,-63.44118613670751,15.609585063632869,74.7984419076947,-16.43135715425711,990.0,5.481752681987791,8.130936991803647,0.892434742118113,12.929508638181888,1,74.6502068098292,0,SMALL,CENTER,STANDARD,MOTORCYCLE,WH-001,1,1
CLI-0000073,2621.271885875516,89.84789784563614,-24.55589939225749,51.93055219835044,-13.348821317386076,990.0,8.191618823972156,4.37939551818592,0.5142468412596997,15.585791569171967,1,258.8200483779129,0,SMALL,NORTH,ECONOMY,VAN,WH-001,1,1
CLI-0000074,1597.985163008413,-135.4845596328253,105.26115248085296,91.69196861257689,22.862979962680313,865.7845449466834,6.847121282969196,5.208580969686877,0.5494873473555784,6.211001725697564,0,409.71753365021834,0,LARGE,SOUTH,STANDARD,MOTORCYCLE,WH-003,5,1
CLI-0000075,1865.6671080265853,-59.11760343465288,109.76607623162054,77.68342265333101,30.909368550184947,849.8571709277354,4.818884252506327,2.415529787226948,0.8350940770619362,6.186898253946752,4,528.0371204083144,0,LARGE,CENTER,ECONOMY,MOTORCYCLE,WH-004,1,0
CLI-0000076,1933.0181123654338,-49.681353946842506,14.641235189408143,89.07366645143777,-16.826988213691013,990.0,,6.317807407476755,0.8787332566446001,11.770253412723136,1,99.94872615411653,0,SMALL,CENTER,ECONOMY,TRUCK,WH-004,4,1
CLI-0000077,1753.1225927308487,-110.93459075876459,-13.982446876740621,90.98687389311799,-34.90725578933728,990.0,5.321622411407891,1.2264620971926823,0.9076069619645555,16.545462038054467,0,-199.07642814435627,0,SMALL,CENTER,ECONOMY,MOTORCYCLE,WH-002,4,0
CLI-0000078,1582.9425796338974,-137.50861377290042,71.73349010656945,93.68705602782795,9.684689841987602,875.3761387302106,9.137543604751938,3.554589079434775,0.7254788214176117,6.133661466177831,0,275.3743291197812,0,LARGE,NORTH,EXPRESS,MOTORCYCLE,WH-001,1,1
CLI-0000079,2193.7035101283573,-14.778691372075691,-9.654984780647311,66.06460255477532,-25.053162509025988,990.0,3.319507188656142,3.6669840333953636,0.5767085574608771,16.373436436116027,3,41.288238699201365,0,SMALL,NORTH,ECONOMY,VAN,WH-003,1,0
CLI-0000080,3471.1092975637257,304.5713421458691,86.19969333201595,52.98710799353693,61.121099326274845,855.5822986353573,4.8761937340605375,5.336567185657558,0.7965566138980974,5.940099989059299,1,1250.0282757728185,1,MEDIUM,NORTH,ECONOMY,TRUCK,WH-003,3,1
CLI-0000081,1951.0883297529006,-67.5103088340073,-8.062615793766554,85.07809630564287,-27.88949891755465,990.0,5.580558777953451,5.847752493633833,0.6252052759067936,15.551083842839834,0,-52.781410011134945,0,SMALL,SOUTH,STANDARD,VAN,WH-004,3,0
CLI-0000082,4215.229321648093,491.9139257951365,105.48064435274225,78.5680948506783,83.26421674060514,833.8651815604373,2.0289948284270594,4.890758234507939,0.6879040486935971,5.243743337410763,0,1630.8471581308775,1,MEDIUM,NORTH,EXPRESS,MOTORCYCLE,WH-001,5,1
CLI-0000083,2050.239742412118,-48.25115928354592,-1.4557089275940518,75.52114628060056,-14.20121224681461,990.0,5.248725702809717,5.642877738294639,0.7992724449894143,15.199769710892436,0,83.24140917312306,0,SMALL,SOUTH,STANDARD,VAN,WH-002,4,1
CLI-0000084,3819.6495526781923,414.940634295608,105.62849505704672,69.13463125268491,75.61958883837626,857.766135430989,3.3740420863510616,5.4413259020470575,0.8339086573556286,3.7932748971089216,0,1486.9450679644262,1,MEDIUM,CENTER,ECONOMY,MOTORCYCLE,WH-004,3,0
CLI-0000085,4333.252706574333,505.6578370537418,94.21543074189334,87.22205695784119,80.28825076317352,875.1385935931543,6.305985158383894,6.527195601931277,0.9401735005711319,6.773245079353707,1,1602.896099871866,1,MEDIUM,NORTH,EXPRESS,VAN,WH-002,1,0
CLI-0000086,1431.999165499696,-155.67665027899506,-20.999943137974803,100.0095015622355,-40.34933263429665,990.0,2.8640925103779917,4.724807546316842,0.7758524411890927,17.616510055609453,1,-250.2558370349913,0,SMALL,SOUTH,STANDARD,VAN,WH-002,2,1
CLI-0000087,4430.672519162225,522.7754370482784,106.12790794394041,93.64387079166906,88.2586800950398,848.5910572385413,5.510930846533867,1.2659246905076198,0.5748258133598388,4.5176176025759744,1,1733.1916086360827,1,MEDIUM,SOUTH,EXPRESS,VAN,WH-003,2,0
CLI-0000088,2106.0863362111577,-12.441287633043933,104.32160161917302,75.03288336737879,37.33768349336351,840.415655280748,9.358211925020424,5.8641616291833225,0.38439916307143035,4.463290715084754,2,680.7045229258573,1,LARGE,CENTER,EXPRESS,VAN,WH-004,1,1
CLI-0000089,1202.2769439519288,-271.56061718596254,7.416535504768881,133.66314482836313,-43.16013160147995,990.0,9.249722896646219,3.3074015298704817,0.8895399549229543,16.075443143436928,3,-354.4895805612724,0,SMALL,SOUTH,STANDARD,TRUCK,WH-004,3,1
CLI-0000090,1385.4710986396233,-170.51933535220093,11.853583001367088,90.35217887456967,-26.869688152999093,990.0,2.254266732240299,1.6936871786147008,0.8128951236577062,12.155464257870662,0,-118.10581531589361,0,SMALL,CENTER,ECONOMY,MOTORCYCLE,WH-002,1,0
CLI-0000091,1715.887900374767,-95.0889810754799,-1.6450255840250723,95.85148036015411,-29.922930636756305,990.0,6.771557079904678,8.266909401599836,0.7383778880494896,15.51496110651303,0,-94.28415551862268,0,SMALL,CENTER,EXPRESS,TRUCK,WH-001,5,1
CLI-0000092,2310.56769213019,18.912893127435574,98.09285438998928,59.923058352402705,37.10915567811188,874.2105728199813,5.701953413410891,2.692480937092932,0.8984230450050118,5.355359381203108,0,661.5908172353236,1,LARGE,CENTER,STANDARD,VAN,WH-001,3,1
CLI-0000093,4184.485366644939,488.73116762808326,93.82346553685203,90.07287928538223,79.80530384216264,867.8698373516828,8.65184540165204,4.9625778800827165,0.8060139563048653,7.835554936289684,1,1610.7035850061225,1,MEDIUM,CENTER,ECONOMY,TRUCK,WH-004,1,0
CLI-0000094,1289.557308139625,-186.67111902272026,12.118570212296307,105.55262521556104,-30.551511102470652,990.0,7.369196203054214,3.9671648281752376,0.6737862628628548,13.25410798352956,0,-163.86556329895353,0,SMALL,NORTH,ECONOMY,VAN,WH-004,2,0
CLI-0000095,4259.8626517798675,517.9921612168374,86.24430744477772,91.62122883082601,82.81873986790713,869.6067570486236,6.577905480333989,2.772681063536889,0.6674576432122554,6.884022715654029,0,1599.4278965557278,1,MEDIUM,CENTER,EXPRESS,VAN,WH-001,1,1
CLI-0000096,3668.8041051226737,375.40768257735306,101.01140401480467,62.28962838923634,68.30033126976035,850.4230096416115,4.8315573036962505,1.4990344016664312,0.6213182699516551,5.1795380751552855,0,1388.1915516264455,1,MEDIUM,SOUTH,STANDARD,TRUCK,WH-001,2,1
CLI-0000097,4129.750723405414,472.8286830253293,109.39625468489366,78.78290002380479,84.8497122723337,851.702958060638,,1.0530125709996678,0.8195567211234057,3.03331673742485,1,1601.8609706922796,1,MEDIUM,NORTH,STANDARD,VAN,WH-003,5,1
CLI-0000098,1847.0784100314163,-103.564578874052,-10.348842857627703,87.06564168461952,-33.705087891242144,990.0,5.88435315200229,3.5783267232506866,0.6390269365823055,18.135086981740457,1,-79.67913532261245,0,SMALL,NORTH,EXPRESS,MOTORCYCLE,WH-002,1,0
CLI-0000099,2223.005930630865,-2.1081956114750753,107.30921325348268,60.441365120879105,40.420832133086144,811.1406251407079,8.719571029519274,9.795001001176571,0.7260265780341186,3.7747832467904217,2,639.8709553140517,1,LARGE,NORTH,EXPRESS,TRUCK,WH-003,4,0
CLI-0000100,2069.4197256339735,-32.42788797367095,61.33849445344147,69.98300265352822,10.833228370906639,920.5209096894129,3.687474230908694,4.261268510007953,0.6987400979412359,8.904118115217553,1,407.0550603233921,0,LARGE,SOUTH,STANDARD,TRUCK,WH-004,4,0
